"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"94";"2026-02-22 15:35:15";"A: Chest & Side Delts (V-Final)";"3612";"Lateral Raise (Dumbbell)";"3";"12.5";"10";"";"";"";"";""
"94";"2026-02-22 15:35:15";"A: Chest & Side Delts (V-Final)";"3612";"Triceps Pushdown (Cable - Straight Bar)";"1";"38.75";"12";"";"";"";"";""
"94";"2026-02-22 15:35:15";"A: Chest & Side Delts (V-Final)";"3612";"Triceps Pushdown (Cable - Straight Bar)";"2";"38.75";"12";"";"";"";"";""
"94";"2026-02-22 15:35:15";"A: Chest & Side Delts (V-Final)";"3612";"Triceps Pushdown (Cable - Straight Bar)";"3";"38.75";"10";"";"";"";"";""
"94";"2026-02-22 15:35:15";"A: Chest & Side Delts (V-Final)";"3612";"Hanging Knee Raise";"1";"";"12";"";"";"";"";""
"94";"2026-02-22 15:35:15";"A: Chest & Side Delts (V-Final)";"3612";"Hanging Knee Raise";"Rest Timer";"";"";"";"";"90.0";"";""
"94";"2026-02-22 15:35:15";"A: Chest & Side Delts (V-Final)";"3612";"Hanging Knee Raise";"2";"";"12";"";"";"";"";""
"94";"2026-02-22 15:35:15";"A: Chest & Side Delts (V-Final)";"3612";"Hanging Knee Raise";"Rest Timer";"";"";"";"";"90.0";"";""
"94";"2026-02-22 15:35:15";"A: Chest & Side Delts (V-Final)";"3612";"Hanging Knee Raise";"3";"";"12";"";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Pull Up";"Note";"";"";"";"";"";"6-8 reps
Set 3 is a Drop Set. Remove weight and go to failure with Bodyweight.";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Pull Up";"1";"16.0";"8";"10.0";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Pull Up";"D";"16.0";"7";"10.0";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Seated Overhead Press (Dumbbell)";"1";"22.0";"9";"10.0";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"30.0";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Seated Overhead Press (Dumbbell)";"F";"22.0";"7";"";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"30.0";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Romanian Deadlift (Dumbbell)";"1";"24.0";"12";"";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Romanian Deadlift (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Romanian Deadlift (Dumbbell)";"2";"24.0";"12";"";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Romanian Deadlift (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Cable Crossover";"1";"16.25";"15";"8.5";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Face Pull (Cable)";"Note";"";"";"";"";"";"15-20 reps";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Face Pull (Cable)";"1";"21.25";"15";"7.5";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"90.0";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Face Pull (Cable)";"2";"21.25";"18";"8.0";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"90.0";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Hammer Curl (Dumbbell)";"1";"14.0";"12";"8.5";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Hammer Curl (Dumbbell)";"2";"14.0";"12";"9.5";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Cable Crunch";"1";"36.25";"15";"7.0";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Cable Crunch";"Rest Timer";"";"";"";"";"90.0";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Cable Crunch";"2";"36.25";"15";"8.0";"";"";"";""
"95";"2026-02-26 16:44:33";"B: Pull Up & Shoulder Focus";"2129";"Cable Crunch";"Rest Timer";"";"";"";"";"90.0";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Bench Press (Dumbbell)";"1";"30.0";"10";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"180.0";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Bench Press (Dumbbell)";"2";"30.0";"8";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"180.0";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Bench Press (Dumbbell)";"D";"30.0";"7";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Incline Bench Press (Dumbbell)";"1";"26.0";"8";"8.0";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Incline Bench Press (Dumbbell)";"2";"26.0";"8";"9.0";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Incline Bench Press (Dumbbell)";"3";"26.0";"8";"9.5";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Goblet Squat (Kettlebell)";"Note";"";"";"";"";"";"לעלות ל12 חזרות";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Goblet Squat (Kettlebell)";"1";"34.0";"12";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Goblet Squat (Kettlebell)";"2";"34.0";"12";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Goblet Squat (Kettlebell)";"3";"34.0";"12";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Incline Row (Dumbbell)";"1";"28.0";"12";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Incline Row (Dumbbell)";"2";"28.0";"12";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Incline Row (Dumbbell)";"3";"28.0";"12";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Lateral Raise (Dumbbell)";"Note";"";"";"";"";"";"Failure in 3rd myo set";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Lateral Raise (Dumbbell)";"1";"12.0";"10";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Lateral Raise (Dumbbell)";"2";"12.0";"10";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Lateral Raise (Dumbbell)";"3";"12.0";"10";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Triceps Pushdown (Cable - Straight Bar)";"1";"38.75";"12";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Triceps Pushdown (Cable - Straight Bar)";"2";"38.75";"12";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Triceps Pushdown (Cable - Straight Bar)";"3";"38.75";"12";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Hanging Knee Raise";"1";"";"12";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Hanging Knee Raise";"Rest Timer";"";"";"";"";"90.0";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Hanging Knee Raise";"2";"";"12";"";"";"";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Hanging Knee Raise";"Rest Timer";"";"";"";"";"90.0";"";""
"96";"2026-03-06 14:38:25";"A: Chest & Side Delts (V-Final)";"4074";"Hanging Knee Raise";"3";"";"12";"";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Pull Up";"Note";"";"";"";"";"";"6-8 reps
Set 3 is a Drop Set. Remove weight and go to failure with Bodyweight.";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Pull Up";"1";"16.0";"7";"9.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Pull Up";"2";"16.0";"7";"9.5";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Pull Up";"D";"16.0";"6";"10.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Seated Overhead Press (Dumbbell)";"Note";"";"";"";"";"";"קיבלתי עזרה בחזרה 8 סט 3";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Seated Overhead Press (Dumbbell)";"1";"22.0";"9";"9.5";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"30.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Seated Overhead Press (Dumbbell)";"2";"22.0";"8";"10.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"30.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Seated Overhead Press (Dumbbell)";"F";"22.0";"8";"10.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"30.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Romanian Deadlift (Dumbbell)";"1";"24.0";"12";"";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Romanian Deadlift (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Romanian Deadlift (Dumbbell)";"2";"24.0";"12";"";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Romanian Deadlift (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Romanian Deadlift (Dumbbell)";"3";"24.0";"12";"";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Cable Crossover";"1";"16.25";"15";"8.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Cable Crossover";"2";"16.25";"15";"8.5";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Cable Crossover";"3";"16.25";"15";"9.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Face Pull (Cable)";"Note";"";"";"";"";"";"15-20 reps";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Face Pull (Cable)";"1";"21.25";"20";"8.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"90.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Face Pull (Cable)";"2";"21.25";"20";"9.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"90.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Face Pull (Cable)";"3";"21.25";"20";"8.5";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"90.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Hammer Curl (Dumbbell)";"1";"14.0";"12";"8.5";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Hammer Curl (Dumbbell)";"2";"14.0";"12";"9.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Hammer Curl (Dumbbell)";"3";"14.0";"12";"9.5";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Cable Crunch";"1";"36.25";"15";"7.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Cable Crunch";"Rest Timer";"";"";"";"";"90.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Cable Crunch";"2";"36.25";"15";"8.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Cable Crunch";"Rest Timer";"";"";"";"";"90.0";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Cable Crunch";"3";"36.25";"15";"8.0";"";"";"";""
"97";"2026-03-08 19:51:53";"B: Pull Up & Shoulder Focus";"4545";"Cable Crunch";"Rest Timer";"";"";"";"";"90.0";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Bench Press (Dumbbell)";"W";"15.0";"12";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Bench Press (Dumbbell)";"W";"22.0";"8";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Bench Press (Dumbbell)";"W";"28.0";"3";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Bench Press (Dumbbell)";"1";"32.0";"9";"9.5";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"180.0";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Bench Press (Dumbbell)";"2";"32.0";"8";"10.0";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"180.0";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Bench Press (Dumbbell)";"D";"32.0";"7";"10.0";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Bench Press (Dumbbell)";"D";"24.0";"4";"10.0";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Bench Press (Dumbbell)";"D";"16.0";"6";"9.0";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Incline Bench Press (Dumbbell)";"1";"26.0";"10";"8.5";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Incline Bench Press (Dumbbell)";"2";"26.0";"10";"10.0";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Incline Bench Press (Dumbbell)";"3";"26.0";"8";"10.0";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Goblet Squat (Kettlebell)";"W";"0.0";"10";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Goblet Squat (Kettlebell)";"W";"20.0";"8";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Goblet Squat (Kettlebell)";"W";"28.0";"4";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Goblet Squat (Kettlebell)";"1";"34.0";"12";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Goblet Squat (Kettlebell)";"2";"34.0";"12";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Goblet Squat (Kettlebell)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Goblet Squat (Kettlebell)";"3";"34.0";"12";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Incline Row (Dumbbell)";"1";"28.0";"12";"7.5";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Incline Row (Dumbbell)";"2";"28.0";"12";"8.0";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Incline Row (Dumbbell)";"3";"28.0";"12";"8.0";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Lateral Raise (Dumbbell)";"1";"12.0";"10";"8.5";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Lateral Raise (Dumbbell)";"2";"12.0";"10";"8.5";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Lateral Raise (Dumbbell)";"3";"12.0";"10";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Lateral Raise (Dumbbell)";"4";"12.0";"5";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Lateral Raise (Dumbbell)";"5";"12.0";"5";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Lateral Raise (Dumbbell)";"6";"12.0";"4";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Lateral Raise (Dumbbell)";"7";"12.0";"3";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Lateral Raise (Dumbbell)";"8";"12.0";"3";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Triceps Pushdown (Cable - Straight Bar)";"1";"38.75";"12";"8.5";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Triceps Pushdown (Cable - Straight Bar)";"2";"38.75";"12";"8.5";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Triceps Pushdown (Cable - Straight Bar)";"3";"38.75";"12";"9.5";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Hanging Knee Raise";"1";"";"12";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Hanging Knee Raise";"Rest Timer";"";"";"";"";"90.0";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Hanging Knee Raise";"2";"";"12";"";"";"";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Hanging Knee Raise";"Rest Timer";"";"";"";"";"90.0";"";""
"98";"2026-03-13 13:33:37";"A: Chest & Side Delts (V-Final)";"4515";"Hanging Knee Raise";"3";"";"12";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Pull Up";"W";"0.0";"6";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Pull Up";"W";"8.0";"3";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Pull Up";"1";"16.0";"7";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Pull Up";"2";"16.0";"7";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Pull Up";"Rest Timer";"";"";"";"";"180.0";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Pull Up";"D";"16.0";"6";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Seated Overhead Press (Dumbbell)";"Note";"";"";"";"";"";"קיבלתי עזרה בחזרות 7-8 בכל הסטים";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Seated Overhead Press (Dumbbell)";"W";"12.0";"8";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Seated Overhead Press (Dumbbell)";"W";"16.0";"4";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Seated Overhead Press (Dumbbell)";"1";"22.0";"7";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"30.0";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Seated Overhead Press (Dumbbell)";"2";"22.0";"8";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"30.0";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Seated Overhead Press (Dumbbell)";"3";"22.0";"8";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"30.0";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Romanian Deadlift (Dumbbell)";"W";"14.0";"10";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Romanian Deadlift (Dumbbell)";"W";"20.0";"4";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Romanian Deadlift (Dumbbell)";"1";"24.0";"12";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Romanian Deadlift (Dumbbell)";"2";"24.0";"12";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Romanian Deadlift (Dumbbell)";"3";"24.0";"12";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Cable Crossover";"1";"16.25";"15";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Cable Crossover";"2";"16.25";"15";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Cable Crossover";"3";"16.25";"15";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Face Pull (Cable)";"1";"21.25";"20";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"90.0";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Face Pull (Cable)";"2";"21.25";"20";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"90.0";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Face Pull (Cable)";"3";"21.25";"20";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Hammer Curl (Dumbbell)";"1";"14.0";"10";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Hammer Curl (Dumbbell)";"2";"14.0";"11";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Hammer Curl (Dumbbell)";"3";"14.0";"11";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Cable Crunch";"1";"36.25";"15";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Cable Crunch";"Rest Timer";"";"";"";"";"90.0";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Cable Crunch";"2";"36.25";"15";"";"";"";"";""
"99";"2026-03-20 14:25:32";"B: Pull Up & Shoulder Focus";"4236";"Cable Crunch";"Rest Timer";"";"";"";"";"90.0";"";""
